Grand Rapids	Michigan	123	192294
Salt Lake City	Utah	124	191180
Tallahassee	Florida	125	186411
Huntsville	Alabama	126	186254
Grand Prairie	Texas	127	183372
Knoxville	Tennessee	128	183270
Worcester	Massachusetts	129	182544
Newport News	Virginia	130	182020
Brownsville	Texas	131	181860
Overland Park	Kansas	132	181260
Santa Clarita	California	133	179590
Providence	Rhode Island	134	177994
Garden Grove	California	135	175140
Chattanooga	Tennessee	136	173366
Oceanside	California	137	172794
Jackson	Mississippi	138	172638
Fort Lauderdale	Florida	139	172389
Santa Rosa	California	140	171990
Rancho Cucamonga	California	141	171386
Port St. Lucie	Florida	142	171016
Tempe	Arizona	143	168228
Ontario	California	144	167500
Vancouver	Washington	145	167405
Cape Coral	Florida	146	165831
Sioux Falls	South Dakota	147	164676
Springfield	Missouri	148	164122
Peoria	Arizona	149	162592
Pembroke Pines	Florida	150	162329
Elk Grove	California	151	161007
Salem	Oregon	152	160614
Lancaster	California	153	159523
Corona	California	154	159503
Eugene	Oregon	155	159190
Palmdale	California	156	157161
Salinas	California	157	155662
Springfield	Massachusetts	158	153703
Pasadena	Texas	159	152735
Fort Collins	Colorado	160	152061
Hayward	California	161	151574
Pomona	California	162	151348
Cary	North Carolina	163	151088
Rockford	Illinois	164	150251
Alexandria	Virginia	165	148892
Escondido	California	166	148738
McKinney	Texas	167	148559
Kansas City	Kansas	168	148483
Joliet	Illinois	169	147806
Sunnyvale	California	170	147559
Torrance	California	171	147478
Bridgeport	Connecticut	172	147216
Lakewood	Colorado	173	147214
Hollywood	Florida	174	146526
Paterson	New Jersey	175	145948
Naperville	Illinois	176	144864
Syracuse	New York	177	144669
Mesquite	Texas	178	143484
Dayton	Ohio	179	143355
Savannah	Georgia	180	142772
Clarksville	Tennessee	181	142357
Orange	California	182	139969
Pasadena	California	183	139731
Fullerton	California	184	138981
Killeen	Texas	185	137147
Frisco	Texas	186	136791
Hampton	Virginia	187	136699
McAllen	Texas	188	136639
Warren	Michigan	189	134873
Bellevue	Washington	190	133992
West Valley City	Utah	191	133579
Columbia	South Carolina	192	133358
Olathe	Kansas	193	131885
Sterling Heights	Michigan	194	131224
New Haven	Connecticut	195	130660
Miramar	Florida	196	130288
Waco	Texas	197	129030
Thousand Oaks	California	198	128731
Cedar Rapids	Iowa	199	128429
Charleston	South Carolina	200	127999
Visalia	California	201	127763
Topeka	Kansas	202	127679
Elizabeth	New Jersey	203	127558
Gainesville	Florida	204	127488
Thornton	Colorado	205	127359
Roseville	California	206	127035
Carrollton	Texas	207	126700
Coral Springs	Florida	208	126604
Stamford	Connecticut	209	126456
Simi Valley	California	210	126181
Concord	California	211	125880
Hartford	Connecticut	212	125017
Kent	Washington	213	124435
Lafayette	Louisiana	214	124276
Midland	Texas	215	123933
Surprise	Arizona	216	123546
Denton	Texas	217	123099
Victorville	California	218	121096
Evansville	Indiana	219	120310
Santa Clara	California	220	120245
Abilene	Texas	221	120099
Athens-Clarke County	Georgia	222	119980
Vallejo	California	223	118837
Allentown	Pennsylvania	224	118577
Norman	Oklahoma	225	118197
Beaumont	Texas	226	117796
Independence	Missouri	227	117240
Murfreesboro	Tennessee	228	117044
Ann Arbor	Michigan	229	117025
Springfield	Illinois	230	117006
Berkeley	California	231	116768
Peoria	Illinois	232	116513
Provo	Utah	233	116288
El Monte	California	234	115708
Columbia	Missouri	235	115276
Lansing	Michigan	236	113972
Fargo	North Dakota	237	113658
Downey	California	238	113242
Costa Mesa	California	239	112174
Wilmington	North Carolina	240	112067
Arvada	Colorado	241	111707
Inglewood	California	242	111542
Miami Gardens	Florida	243	111378
Carlsbad	California	244	110972
Westminster	Colorado	245	110945
Rochester	Minnesota	246	110742
Odessa	Texas	247	110720
Manchester	New Hampshire	248	110378
Elgin	Illinois	249	110145
West Jordan	Utah	250	110077
Round Rock	Texas	251	109821
Clearwater	Florida	252	109703
Waterbury	Connecticut	253	109676
Gresham	Oregon	254	109397
Fairfield	California	255	109320
Billings	Montana	256	109059
Lowell	Massachusetts	257	108861
San Buenaventura (Ventura)	California	258	108817
Pueblo	Colorado	259	108249
High Point	North Carolina	260	107741
West Covina	California	261	107740
Richmond	California	262	107571
Murrieta	California	263	107479
Cambridge	Massachusetts	264	107289
Antioch	California	265	107100
Temecula	California	266	106780
Norwalk	California	267	106589
Centennial	Colorado	268	106114
Everett	Washington	269	105370
Palm Bay	Florida	270	104898
Wichita Falls	Texas	271	104898
Green Bay	Wisconsin	272	104779
Daly City	California	273	104739
Burbank	California	274	104709
Richardson	Texas	275	104475
Pompano Beach	Florida	276	104410
North Charleston	South Carolina	277	104054
Broken Arrow	Oklahoma	278	103500
Boulder	Colorado	279	103166
West Palm Beach	Florida	280	102436
Santa Maria	California	281	102216
El Cajon	California	282	102211
Davenport	Iowa	283	102157
Rialto	California	284	101910
Las Cruces	New Mexico	285	101324
San Mateo	California	286	101128
Lewisville	Texas	287	101074
South Bend	Indiana	288	100886
Lakeland	Florida	289	100710
Erie	Pennsylvania	290	100671
Tyler	Texas	291	100223
Pearland	Texas	292	100065
College Station	Texas	293	100050
Kenosha	Wisconsin	294	99889
Sandy Springs	Georgia	295	99770
Clovis	California	296	99769
Flint	Michigan	297	99763
Roanoke	Virginia	298	98465
Albany	New York	299	98424
Jurupa Valley	California	300	98030
Compton	California	301	97877
San Angelo	Texas	302	97492
Hillsboro	Oregon	303	97368
Lawton	Oklahoma	304	97151
Renton	Washington	305	97003
Vista	California	306	96929
Davie	Florida	307	96830
Greeley	Colorado	308	96539
Mission Viejo	California	309	96346
Portsmouth	Virginia	310	96205
Dearborn	Michigan	311	95884
South Gate	California	312	95677
Tuscaloosa	Alabama	313	95334
Livonia	Michigan	314	95208
New Bedford	Massachusetts	315	95078
Vacaville	California	316	94275
Brockton	Massachusetts	317	94089
Roswell	Georgia	318	94034
Beaverton	Oregon	319	93542
Quincy	Massachusetts	320	93494
Sparks	Nevada	321	93282
Yakima	Washington	322	93257
Lee's Summit	Missouri	323	93184
Federal Way	Washington	324	92734
Carson	California	325	92599
Santa Monica	California	326	92472
Hesperia	California	327	92147
Allen	Texas	328	92020
Rio Rancho	New Mexico	329	91956
Yuma	Arizona	330	91923
Westminster	California	331	91739
Orem	Utah	332	91648
Lynn	Massachusetts	333	91589
Redding	California	334	91119
Spokane Valley	Washington	335	91113
Miami Beach	Florida	336	91026
League City	Texas	337	90983
Lawrence	Kansas	338	90811
Santa Barbara	California	339	90412
Plantation	Florida	340	90268
Sandy	Utah	341	90231
Sunrise	Florida	342	90116
Macon	Georgia	343	89981
Longmont	Colorado	344	89919
Boca Raton	Florida	345	89407
San Marcos	California	346	89387
Greenville	North Carolina	347	89130
Waukegan	Illinois	348	88826
Fall River	Massachusetts	349	88697
Chico	California	350	88077
Newton	Massachusetts	351	87971
San Leandro	California	352	87965
Reading	Pennsylvania	353	87893
Norwalk	Connecticut	354	87776
Fort Smith	Arkansas	355	87650
Newport Beach	California	356	87273
Asheville	North Carolina	357	87236
Nashua	New Hampshire	358	87137
Edmond	Oklahoma	359	87004
Whittier	California	360	86635
Nampa	Idaho	361	86518
Bloomington	Minnesota	362	86319
Deltona	Florida	363	86290
Hawthorne	California	364	86199
Duluth	Minnesota	365	86128
Carmel	Indiana	366	85927
Suffolk	Virginia	367	85728
Clifton	New Jersey	368	85390
Citrus Heights	California	369	85285
Livermore	California	370	85156
Tracy	California	371	84691
Alhambra	California	372	84577
Kirkland	Washington	373	84430
Trenton	New Jersey	374	84349
Ogden	Utah	375	84249
Hoover	Alabama	376	84126
Cicero	Illinois	377	84103
Fishers	Indiana	378	83891
Sugar Land	Texas	379	83860
Danbury	Connecticut	380	83684
Meridian	Idaho	381	83596
Indio	California	382	83539
Concord	North Carolina	383	83506
Menifee	California	384	83447
Champaign	Illinois	385	83424
Buena Park	California	386	82882
Troy	Michigan	387	82821
O'Fallon	Missouri	388	82809
Johns Creek	Georgia	389	82788
Bellingham	Washington	390	82631
Westland	Michigan	391	82578
Bloomington	Indiana	392	82575
Sioux City	Iowa	393	82459
Warwick	Rhode Island	394	81971
Hemet	California	395	81750
Longview	Texas	396	81443
Farmington Hills	Michigan	397	81295
Bend	Oregon	398	81236
Lakewood	California	399	81121
Merced	California	400	81102
Mission	Texas	401	81050
Chino	California	402	80988
Redwood City	California	403	80872
Edinburg	Texas	404	80836
Cranston	Rhode Island	405	80566
Parma	Ohio	406	80429
New Rochelle	New York	407	79446
Lake Forest	California	408	79312
Napa	California	409	79068
Hammond	Indiana	410	78967
Fayetteville	Arkansas	411	78960
Bloomington	Illinois	412	78902
Avondale	Arizona	413	78822
Somerville	Massachusetts	414	78804
Palm Coast	Florida	415	78740
Bryan	Texas	416	78709
Gary	Indiana	417	78450
Largo	Florida	418	78409
Brooklyn Park	Minnesota	419	78373
Tustin	California	420	78327
Racine	Wisconsin	421	78199
Deerfield Beach	Florida	422	78041
Lynchburg	Virginia	423	78014
Mountain View	California	424	77846
Medford	Oregon	425	77677
Lawrence	Massachusetts	426	77657
Bellflower	California	427	77593
Melbourne	Florida	428	77508
St. Joseph	Missouri	429	77147
Camden	New Jersey	430	76903
St. George	Utah	431	76817
Kennewick	Washington	432	76762
Baldwin Park	California	433	76635
Chino Hills	California	434	76572
Alameda	California	435	76419
Albany	Georgia	436	76185
Arlington Heights	Illinois	437	75994
Scranton	Pennsylvania	438	75806
Evanston	Illinois	439	75570
Kalamazoo	Michigan	440	75548
Baytown	Texas	441	75418
Upland	California	442	75413
Springdale	Arkansas	443	75229
Bethlehem	Pennsylvania	444	75018
Schaumburg	Illinois	445	74907
Mount Pleasant	South Carolina	446	74885
Auburn	Washington	447	74860
Decatur	Illinois	448	74710
San Ramon	California	449	74513
Pleasanton	California	450	74110
Wyoming	Michigan	451	74100
Lake Charles	Louisiana	452	74024
Plymouth	Minnesota	453	73987
Bolingbrook	Illinois	454	73936
Pharr	Texas	455	73790
Appleton	Wisconsin	456	73596
Gastonia	North Carolina	457	73209
Folsom	California	458	73098
Southfield	Michigan	459	73006
Rochester Hills	Michigan	460	72952
New Britain	Connecticut	461	72939
Goodyear	Arizona	462	72864
Canton	Ohio	463	72535
Warner Robins	Georgia	464	72531
Union City	California	465	72528
Perris	California	466	72326
Manteca	California	467	71948
Iowa City	Iowa	468	71591
Jonesboro	Arkansas	469	71551
Wilmington	Delaware	470	71525
Lynwood	California	471	71371
Loveland	Colorado	472	71334
Pawtucket	Rhode Island	473	71172
Boynton Beach	Florida	474	71097
Waukesha	Wisconsin	475	71016
Gulfport	Mississippi	476	71012
Apple Valley	California	477	70924
Passaic	New Jersey	478	70868
Rapid City	South Dakota	479	70812
Layton	Utah	480	70790
Lafayette	Indiana	481	70373
Turlock	California	482	70365
Muncie	Indiana	483	70316
Temple	Texas	484	70190
Missouri City	Texas	485	70185
Redlands	California	486	69999
Santa Fe	New Mexico	487	69976
Lauderhill	Florida	488	69813
Milpitas	California	489	69783
Palatine	Illinois	490	69350
Missoula	Montana	491	69122
Rock Hill	South Carolina	492	69103
Jacksonville	North Carolina	493	69079
Franklin	Tennessee	494	68886
Flagstaff	Arizona	495	68667
Flower Mound	Texas	496	68609
Weston	Florida	497	68388
Waterloo	Iowa	498	68366
Union City	New Jersey	499	68247
Mount Vernon	New York	500	68224
Fort Myers	Florida	501	68190
Dothan	Alabama	502	68001
Rancho Cordova	California	503	67911
Redondo Beach	California	504	67815
Jackson	Tennessee	505	67685
Pasco	Washington	506	67599
St. Charles	Missouri	507	67569
Eau Claire	Wisconsin	508	67545
North Richland Hills	Texas	509	67317
Bismarck	North Dakota	510	67034
Yorba Linda	California	511	67032
Kenner	Louisiana	512	66975
Walnut Creek	California	513	66900
Frederick	Maryland	514	66893
Oshkosh	Wisconsin	515	66778
Pittsburg	California	516	66695
Palo Alto	California	517	66642
Bossier City	Louisiana	518	66333
Portland	Maine	519	66318
St. Cloud	Minnesota	520	66297
Davis	California	521	66205
South San Francisco	California	522	66174
Camarillo	California	523	66086
North Little Rock	Arkansas	524	66075
Schenectady	New York	525	65902
Gaithersburg	Maryland	526	65690
Harlingen	Texas	527	65665
Woodbury	Minnesota	528	65656
Eagan	Minnesota	529	65453
Yuba City	California	530	65416
Maple Grove	Minnesota	531	65415
Youngstown	Ohio	532	65184
Skokie	Illinois	533	65176
Kissimmee	Florida	534	65173
Johnson City	Tennessee	535	65123
Victoria	Texas	536	65098
San Clemente	California	537	65040
Bayonne	New Jersey	538	65028
Laguna Niguel	California	539	64652
East Orange	New Jersey	540	64544
Shawnee	Kansas	541	64323
Homestead	Florida	542	64079
Rockville	Maryland	544	64072
Delray Beach	Florida	543	64072
Janesville	Wisconsin	545	63820
Conway	Arkansas	546	63816
Pico Rivera	California	547	63771
Lorain	Ohio	548	63710
Montebello	California	549	63495
Lodi	California	550	63338
New Braunfels	Texas	551	63279
Marysville	Washington	552	63269
Tamarac	Florida	553	63155
Madera	California	554	63105
Conroe	Texas	555	63032
Santa Cruz	California	556	62864
Eden Prairie	Minnesota	557	62603
Cheyenne	Wyoming	558	62448
Daytona Beach	Florida	559	62316
Alpharetta	Georgia	560	62298
Hamilton	Ohio	561	62258
Waltham	Massachusetts	562	62227
Coon Rapids	Minnesota	563	62103
Haverhill	Massachusetts	564	62088
Council Bluffs	Iowa	565	61969
Taylor	Michigan	566	61817
Utica	New York	567	61808
Ames	Iowa	568	61792
La Habra	California	569	61653
Encinitas	California	570	61588
Bowling Green	Kentucky	571	61488
Burnsville	Minnesota	572	61434
Greenville	South Carolina	573	61397
West Des Moines	Iowa	574	61255
Cedar Park	Texas	575	61238
Tulare	California	576	61170
Monterey Park	California	577	61085
Vineland	New Jersey	578	61050
Terre Haute	Indiana	579	61025
North Miami	Florida	580	61007
Mansfield	Texas	581	60872
West Allis	Wisconsin	582	60697
Bristol	Connecticut	583	60568
Taylorsville	Utah	584	60519
Malden	Massachusetts	585	60509
Meriden	Connecticut	586	60456
Blaine	Minnesota	587	60407
Wellington	Florida	588	60202
Cupertino	California	589	60189
Springfield	Oregon	590	60177
Rogers	Arkansas	591	60112
St. Clair Shores	Michigan	592	60070
Gardena	California	593	59957
Pontiac	Michigan	594	59887
National City	California	595	59834
Grand Junction	Colorado	596	59778
Rocklin	California	597	59738
Chapel Hill	North Carolina	598	59635
Casper	Wyoming	599	59628
Broomfield	Colorado	600	59471
Petaluma	California	601	59440
South Jordan	Utah	602	59366
Springfield	Ohio	603	59357
Great Falls	Montana	604	59351
Lancaster	Pennsylvania	605	59325
North Port	Florida	606	59212
Lakewood	Washington	607	59097
Marietta	Georgia	608	59089
San Rafael	California	609	58994
Royal Oak	Michigan	610	58946
Des Plaines	Illinois	611	58918
Huntington Park	California	612	58879
La Mesa	California	613	58642
Orland Park	Illinois	614	58590
Auburn	Alabama	615	58582
Lakeville	Minnesota	616	58562
Owensboro	Kentucky	617	58416
Moore	Oklahoma	618	58414
Jupiter	Florida	619	58298
Idaho Falls	Idaho	620	58292
Dubuque	Iowa	621	58253
Bartlett	Tennessee	622	58226
Rowlett	Texas	623	58043
Novi	Michigan	624	57960
White Plains	New York	625	57866
Arcadia	California	626	57639
Redmond	Washington	627	57530
Lake Elsinore	California	628	57525
Ocala	Florida	629	57468
Tinley Park	Illinois	630	57282
Port Orange	Florida	631	57203
Medford	Massachusetts	632	57170
Oak Lawn	Illinois	633	57073
Rocky Mount	North Carolina	634	56954
Kokomo	Indiana	635	56895
Coconut Creek	Florida	636	56792
Bowie	Maryland	637	56759
Berwyn	Illinois	638	56758
Midwest City	Oklahoma	639	56756
Fountain Valley	California	640	56707
Buckeye	Arizona	641	56683
Dearborn Heights	Michigan	642	56620
Woodland	California	643	56590
Noblesville	Indiana	644	56540
Valdosta	Georgia	645	56481
Diamond Bar	California	646	56449
Manhattan	Kansas	647	56143
Santee	California	648	56105
Taunton	Massachusetts	649	56069
Sanford	Florida	650	56002
Kettering	Ohio	651	55870
New Brunswick	New Jersey	652	55831
Decatur	Alabama	653	55816
Chicopee	Massachusetts	654	55717
Anderson	Indiana	655	55670
Margate	Florida	656	55456
Weymouth Town	Massachusetts	657	55419
Hempstead	New York	658	55361
Corvallis	Oregon	659	55298
Eastvale	California	660	55191
Porterville	California	661	55174
West Haven	Connecticut	662	55046
Brentwood	California	663	55000
Paramount	California	664	54980
Grand Forks	North Dakota	665	54932
Georgetown	Texas	666	54898
St. Peters	Missouri	667	54842
Shoreline	Washington	668	54790
Mount Prospect	Illinois	669	54771
Hanford	California	670	54686
Normal	Illinois	671	54664
Rosemead	California	672	54561
Lehi	Utah	673	54382
Pocatello	Idaho	674	54350
Highland	California	675	54291
Novato	California	676	54194
Port Arthur	Texas	677	54135
Carson City	Nevada	678	54080
San Marcos	Texas	679	54076
Hendersonville	Tennessee	680	54068
Elyria	Ohio	681	53956
Revere	Massachusetts	682	53756
Pflugerville	Texas	683	53752
Greenwood	Indiana	684	53665
Bellevue	Nebraska	685	53663
Wheaton	Illinois	686	53648
Smyrna	Georgia	687	53438
Sarasota	Florida	688	53326
Blue Springs	Missouri	689	53294
Colton	California	690	53243
Euless	Texas	691	53224
Castle Rock	Colorado	692	53063
Cathedral City	California	693	52977
Kingsport	Tennessee	694	52962
Lake Havasu City	Arizona	695	52844
Pensacola	Florida	696	52703
Hoboken	New Jersey	697	52575
Yucaipa	California	698	52536
Watsonville	California	699	52477
Richland	Washington	700	52413
Delano	California	701	52403
Hoffman Estates	Illinois	702	52398
Florissant	Missouri	703	52363
Placentia	California	704	52206
West New York	New Jersey	705	52122
Dublin	California	706	52105
Oak Park	Illinois	707	52066
Peabody	Massachusetts	708	52044
Perth Amboy	New Jersey	709	51982
Battle Creek	Michigan	710	51848
Bradenton	Florida	711	51763
Gilroy	California	712	51701
Milford	Connecticut	713	51644
Albany	Oregon	714	51583
Ankeny	Iowa	715	51567
La Crosse	Wisconsin	716	51522
Burlington	North Carolina	717	51510
DeSoto	Texas	718	51483
Harrisonburg	Virginia	719	51395
Minnetonka	Minnesota	720	51368
Elkhart	Indiana	721	51265
Lakewood	Ohio	722	51143
Glendora	California	723	51074
Southaven	Mississippi	724	50997
Charleston	West Virginia	725	50821
Joplin	Missouri	726	50789
Enid	Oklahoma	727	50725
Palm Beach Gardens	Florida	728	50699
Brookhaven	Georgia	729	50603
Plainfield	New Jersey	730	50588
Grand Island	Nebraska	731	50550
Palm Desert	California	732	50508
Huntersville	North Carolina	733	50458
Tigard	Oregon	734	50444
Lenexa	Kansas	735	50344
Saginaw	Michigan	736	50303
Kentwood	Michigan	737	50233
Doral	Florida	738	50213
Apple Valley	Minnesota	739	50201
Grapevine	Texas	740	50195
Aliso Viejo	California	741	50175
Sammamish	Washington	742	50169
Casa Grande	Arizona	743	50111
Pinellas Park	Florida	744	49998
Troy	New York	745	49974
West Sacramento	California	746	49891
Burien	Washington	747	49858
Commerce City	Colorado	748	49799
Monroe	Louisiana	749	49761
Cerritos	California	750	49707
Downers Grove	Illinois	751	49670
Coral Gables	Florida	752	49631
Wilson	North Carolina	753	49628
Niagara Falls	New York	754	49468
Poway	California	755	49417
Edina	Minnesota	756	49376
Cuyahoga Falls	Ohio	757	49267
Rancho Santa Margarita	California	758	49228
Harrisburg	Pennsylvania	759	49188
Huntington	West Virginia	760	49177
La Mirada	California	761	49133
Cypress	California	762	49087
Caldwell	Idaho	763	48957
Logan	Utah	764	48913
Galveston	Texas	765	48733
Sheboygan	Wisconsin	766	48725
Middletown	Ohio	767	48630
Murray	Utah	768	48612
Roswell	New Mexico	769	48611
Parker	Colorado	770	48608
Bedford	Texas	771	48592
East Lansing	Michigan	772	48554
Methuen	Massachusetts	773	48514
Covina	California	774	48508
Alexandria	Louisiana	775	48426
Olympia	Washington	776	48338
Euclid	Ohio	777	48139
Mishawaka	Indiana	778	47989
Salina	Kansas	779	47846
Azusa	California	780	47842
Newark	Ohio	781	47777
Chesterfield	Missouri	782	47749
Leesburg	Virginia	783	47673
Dunwoody	Georgia	784	47591
Hattiesburg	Mississippi	785	47556
Roseville	Michigan	786	47555
Bonita Springs	Florida	787	47547
Portage	Michigan	788	47523
St. Louis Park	Minnesota	789	47411
Collierville	Tennessee	790	47333
Middletown	Connecticut	791	47333
Stillwater	Oklahoma	792	47186
East Providence	Rhode Island	793	47149
Lawrence	Indiana	794	47135
Wauwatosa	Wisconsin	795	47134
Mentor	Ohio	796	46979
Ceres	California	797	46714
Cedar Hill	Texas	798	46663
Mansfield	Ohio	799	46454
Binghamton	New York	800	46444
Coeur d'Alene	Idaho	801	46402
San Luis Obispo	California	802	46377
Minot	North Dakota	803	46321
Palm Springs	California	804	46281
Pine Bluff	Arkansas	805	46094
Texas City	Texas	806	46081
Summerville	South Carolina	807	46074
Twin Falls	Idaho	808	45981
Jeffersonville	Indiana	809	45929
San Jacinto	California	810	45851
Madison	Alabama	811	45799
Altoona	Pennsylvania	812	45796
Columbus	Indiana	813	45775
Beavercreek	Ohio	814	45712
Apopka	Florida	815	45587
Elmhurst	Illinois	816	45556
Maricopa	Arizona	817	45508
Farmington	New Mexico	818	45426
Glenview	Illinois	819	45417
Cleveland Heights	Ohio	820	45394
Draper	Utah	821	45285
Lincoln	California	822	45237
Sierra Vista	Arizona	823	45129
Lacey	Washington	824	44919
Biloxi	Mississippi	825	44820
Strongsville	Ohio	826	44730
Barnstable Town	Massachusetts	827	44641
Wylie	Texas	828	44575
Sayreville	New Jersey	829	44412
Kannapolis	North Carolina	830	44359
Charlottesville	Virginia	831	44349
Littleton	Colorado	832	44275
Titusville	Florida	833	44206
Hackensack	New Jersey	834	44113
Newark	California	835	44096
Pittsfield	Massachusetts	836	44057
York	Pennsylvania	837	43935
Lombard	Illinois	838	43907
Attleboro	Massachusetts	839	43886
DeKalb	Illinois	840	43849
Blacksburg	Virginia	841	43609
Dublin	Ohio	842	43607
Haltom City	Texas	843	43580
Lompoc	California	844	43509
El Centro	California	845	43363
Danville	California	846	43341
Jefferson City	Missouri	847	43330
Cutler Bay	Florida	848	43328
Oakland Park	Florida	849	43286
North Miami Beach	Florida	850	43250
Freeport	New York	851	43167
Moline	Illinois	852	43116
Coachella	California	853	43092
Fort Pierce	Florida	854	43074
Smyrna	Tennessee	855	43060
Bountiful	Utah	856	43023
Fond du Lac	Wisconsin	857	42970
Everett	Massachusetts	858	42935
Danville	Virginia	859	42907
Keller	Texas	860	42907
Belleville	Illinois	861	42895
Bell Gardens	California	862	42889
Cleveland	Tennessee	863	42774
North Lauderdale	Florida	864	42757
Fairfield	Ohio	865	42635
Salem	Massachusetts	866	42544
Rancho Palos Verdes	California	867	42448
San Bruno	California	868	42443
Concord	New Hampshire	869	42419
Burlington	Vermont	870	42284
Apex	North Carolina	871	42214
Midland	Michigan	872	42181
Altamonte Springs	Florida	873	42150
Hutchinson	Kansas	874	41889
Buffalo Grove	Illinois	875	41778
Urbandale	Iowa	876	41776
State College	Pennsylvania	877	41757
Urbana	Illinois	878	41752
Plainfield	Illinois	879	41734
Manassas	Virginia	880	41705
Bartlett	Illinois	881	41679
Kearny	New Jersey	882	41664
Oro Valley	Arizona	883	41627
Findlay	Ohio	884	41512
Rohnert Park	California	885	41398
Westfield	Massachusetts	887	41301
Linden	New Jersey	886	41301
Sumter	South Carolina	888	41190
Wilkes-Barre	Pennsylvania	889	41108
Woonsocket	Rhode Island	890	41026
Leominster	Massachusetts	891	41002
Shelton	Connecticut	892	40999
Brea	California	893	40963
Covington	Kentucky	894	40956
Rockwall	Texas	895	40922
Meridian	Mississippi	896	40921
Riverton	Utah	897	40921
St. Cloud	Florida	898	40918
Quincy	Illinois	899	40915
Morgan Hill	California	900	40836
Warren	Ohio	901	40768
Edmonds	Washington	902	40727
Burleson	Texas	903	40714
Beverly	Massachusetts	904	40664
Mankato	Minnesota	905	40641
Hagerstown	Maryland	906	40612
Prescott	Arizona	907	40590
Campbell	California	908	40584
Cedar Falls	Iowa	909	40566
Beaumont	California	910	40481
La Puente	California	911	40435
Crystal Lake	Illinois	912	40388
Fitchburg	Massachusetts	913	40383
